customer_id,email,country,age,signup_date,plan_type,monthly_revenue,is_churned,churn_date,acquisition_channel,device_type,preferred_genres,activity_level
CUST_000213,acostaregina@example.net,SK,43,2025-07-31,premium,22.99,False,,referral,gaming_console,Sci-Fi & Fantasy|Animation|Mystery,medium
CUST_000214,bschneider@example.org,QA,23,2024-11-30,basic,9.99,False,,organic,smart_tv,Comedy|Documentary,high
CUST_000215,gsimmons@example.com,LC,23,2026-01-28,standard,15.49,False,,referral,desktop,Kids|Romance|Science Fiction|War,high
CUST_000216,fjones@example.com,UZ,62,2026-03-17,premium,22.99,False,,tv_ad,desktop,Soap|Reality|Romance|Adventure,medium
CUST_000217,martinezclaudia@example.net,SY,54,2024-08-03,standard,15.49,True,2024-09-18,paid_search,tablet,Documentary|Sci-Fi & Fantasy,high
CUST_000218,oscar98@example.com,PH,37,2025-10-15,basic,9.99,False,,paid_search,gaming_console,Drama|Fantasy|Music|Animation,high
CUST_000219,sgarcia@example.org,TD,65,2025-05-07,basic,9.99,False,,paid_search,smart_tv,Documentary|Horror|Western,medium
CUST_000220,russellbeasley@example.com,LU,22,2025-08-28,premium,22.99,False,,social,gaming_console,Romance|Soap|History,medium
CUST_000221,uross@example.org,KW,68,2026-01-12,premium,22.99,False,,referral,desktop,Fantasy|Western|War,high
CUST_000222,elizabeth52@example.net,PY,42,2025-03-07,basic,9.99,False,,organic,gaming_console,History|Action & Adventure|Documentary,medium
CUST_000223,deckerchristopher@example.org,CH,58,2024-06-01,standard,15.49,False,,paid_search,desktop,Mystery|Sci-Fi & Fantasy|Drama|Animation,high
CUST_000224,lisa80@example.net,TJ,66,2025-11-04,standard,15.49,False,,social,smart_tv,War|Comedy,medium
CUST_000225,elizabeth65@example.net,GB,19,2025-06-20,basic,9.99,True,2025-09-03,social,gaming_console,Crime|Horror|Reality,low
CUST_000226,schmittcaroline@example.com,CA,67,2025-03-04,basic,9.99,False,,organic,gaming_console,Animation|War|Comedy,medium
CUST_000227,ericolson@example.org,MG,35,2025-07-02,basic,9.99,False,,social,tablet,Documentary|Animation,low
CUST_000228,danny49@example.org,NP,48,2026-01-26,standard,15.49,True,2026-04-05,social,tablet,History|Sci-Fi & Fantasy,low
CUST_000229,lynchdiane@example.net,IQ,37,2026-01-26,basic,9.99,False,,organic,desktop,Action|Family|Crime,low
CUST_000230,joshuafarmer@example.com,MG,59,2024-05-02,standard,15.49,False,,tv_ad,mobile,Western|Crime|History,high
CUST_000231,mollyknight@example.com,BJ,38,2024-04-14,standard,15.49,False,,social,desktop,Family|Kids|Western|Action & Adventure,high
CUST_000232,davisalyssa@example.com,NL,54,2024-07-29,premium,22.99,False,,paid_search,gaming_console,Animation|Sci-Fi & Fantasy|Talk,low
CUST_000233,eric45@example.net,UG,69,2025-03-28,premium,22.99,False,,social,smart_tv,War|News|Crime|Music,medium
CUST_000234,moorekaren@example.org,GQ,60,2024-06-14,standard,15.49,False,,paid_search,desktop,Science Fiction|Comedy,medium
CUST_000235,scott67@example.net,PA,62,2024-06-12,standard,15.49,True,2025-02-11,tv_ad,smart_tv,Kids|Thriller|Animation|Horror,medium
CUST_000236,jason81@example.com,NR,60,2025-02-25,standard,15.49,False,,social,mobile,Action|Science Fiction|Mystery|Soap,high
CUST_000237,erika97@example.net,TL,68,2024-07-05,premium,22.99,False,,referral,smart_tv,Science Fiction|Documentary|Animation|Fantasy,medium
CUST_000238,walkertracey@example.org,AF,55,2024-12-05,basic,9.99,True,2025-10-25,paid_search,desktop,Reality|News,medium
CUST_000239,sierra24@example.com,LR,19,2024-09-15,standard,15.49,False,,referral,smart_tv,Thriller|Music|Reality|Drama,medium
CUST_000240,jimenezryan@example.org,MU,37,2024-07-12,standard,15.49,False,,social,desktop,Soap|News,low
CUST_000241,vincentwhitaker@example.com,BN,46,2025-05-28,basic,9.99,False,,social,smart_tv,Kids|Soap|Crime,high
CUST_000242,grahamsteve@example.org,KW,69,2025-02-12,standard,15.49,True,2025-06-06,paid_search,gaming_console,Soap|War|Western|Science Fiction,low
CUST_000243,tberry@example.net,NI,43,2025-07-01,basic,9.99,False,,paid_search,mobile,Horror|History|Crime,medium
CUST_000244,sullivantammy@example.org,VN,46,2024-11-20,premium,22.99,False,,tv_ad,desktop,War|News|Action,high
CUST_000245,christopher13@example.com,TZ,69,2025-04-02,standard,15.49,True,2025-06-03,tv_ad,smart_tv,Family|Sci-Fi & Fantasy,medium
CUST_000246,fosterkyle@example.com,GN,49,2025-02-15,premium,22.99,False,,tv_ad,tablet,Family|Crime|Soap,medium
CUST_000247,charlesschultz@example.net,SE,47,2024-12-24,premium,22.99,False,,tv_ad,mobile,Thriller|Soap|Talk,medium
CUST_000248,michael23@example.org,CY,38,2024-09-07,premium,22.99,False,,organic,mobile,Action|Thriller|Mystery,high
CUST_000249,glennhernandez@example.net,BO,56,2024-10-25,standard,15.49,True,2025-02-02,tv_ad,desktop,Music|Drama|Reality,low
CUST_000250,kmarshall@example.net,PE,49,2024-08-25,standard,15.49,False,,social,mobile,Horror|Music|Science Fiction|Action & Adventure,medium
CUST_000251,michelle52@example.com,BJ,49,2025-09-21,basic,9.99,False,,paid_search,mobile,Action|Romance|Talk,high
CUST_000252,ywelch@example.com,UA,63,2025-04-09,standard,15.49,False,,referral,desktop,Science Fiction|Kids|History|Documentary,medium
CUST_000253,william47@example.com,AZ,35,2024-05-23,basic,9.99,True,2024-10-15,tv_ad,tablet,Fantasy|Adventure,low
CUST_000254,marie11@example.net,UG,54,2024-05-24,basic,9.99,False,,organic,tablet,News|Fantasy|Kids|Horror,medium
CUST_000255,jford@example.net,BB,46,2025-05-08,premium,22.99,False,,tv_ad,mobile,Horror|Fantasy|Romance,high
CUST_000256,marcalvarez@example.org,BH,40,2025-03-25,standard,15.49,True,2025-06-07,referral,smart_tv,Fantasy|Adventure|Comedy|Romance,low
CUST_000257,shepherdmary@example.net,BS,28,2025-03-25,basic,9.99,False,,tv_ad,mobile,Thriller|Music|Talk|Action,high
CUST_000258,benjaminzimmerman@example.com,SL,56,2025-05-06,basic,9.99,False,,tv_ad,mobile,Thriller|Talk,medium
CUST_000259,michaelhardin@example.com,NE,50,2025-05-21,standard,15.49,False,,organic,mobile,Comedy|Thriller|Sci-Fi & Fantasy,high
CUST_000260,erika05@example.org,LS,33,2025-12-02,standard,15.49,False,,paid_search,tablet,Science Fiction|Drama|Music,high
CUST_000261,umitchell@example.net,UY,58,2024-06-22,basic,9.99,False,,referral,desktop,Animation|Kids|Drama|Thriller,high
CUST_000262,mathewaguilar@example.org,MG,62,2026-02-17,standard,15.49,True,2026-09-23,referral,desktop,Animation|Reality,medium
CUST_000263,tanderson@example.org,KR,40,2024-12-06,standard,15.49,False,,organic,gaming_console,Mystery|News|Crime|Science Fiction,high
CUST_000264,vschneider@example.org,SV,36,2025-06-18,standard,15.49,False,,social,gaming_console,Family|Kids|Sci-Fi & Fantasy,medium
CUST_000265,lucasrodney@example.com,AM,24,2025-10-07,premium,22.99,True,2026-09-22,referral,smart_tv,Western|Documentary|Fantasy,low
CUST_000266,henry35@example.com,FI,45,2025-01-16,basic,9.99,False,,paid_search,mobile,Crime|War,high
CUST_000267,ericphillips@example.org,SD,41,2024-10-02,premium,22.99,False,,paid_search,smart_tv,Mystery|Science Fiction|Talk,medium
CUST_000268,stanleynancy@example.net,CO,63,2025-11-29,standard,15.49,False,,organic,smart_tv,Music|Fantasy|Adventure|History,high
CUST_000269,lmoore@example.net,VU,46,2025-07-17,basic,9.99,False,,organic,smart_tv,Thriller|Adventure,medium
CUST_000270,jenniferwilliams@example.com,GD,22,2025-12-29,premium,22.99,False,,paid_search,desktop,History|Music,low
CUST_000271,tarabishop@example.net,PE,37,2025-10-20,basic,9.99,False,,paid_search,desktop,Soap|Western,medium
CUST_000272,kylestokes@example.com,FI,59,2024-10-08,basic,9.99,False,,paid_search,desktop,Drama|Mystery|Reality|Thriller,low
CUST_000273,smurray@example.com,SC,31,2025-01-20,standard,15.49,False,,organic,smart_tv,News|Drama|History|Action,high
CUST_000274,mburch@example.net,CU,26,2025-05-24,basic,9.99,False,,paid_search,tablet,News|Animation|Talk|History,medium
CUST_000275,brett75@example.net,CA,19,2026-02-17,premium,22.99,True,2026-08-20,paid_search,gaming_console,Action|News|Comedy|Fantasy,high
CUST_000276,mitchellkathryn@example.com,PG,68,2025-10-14,premium,22.99,False,,paid_search,desktop,Animation|Comedy|Science Fiction|Romance,high
CUST_000277,mariahdavis@example.org,PG,18,2026-03-14,standard,15.49,True,2026-10-14,social,mobile,Science Fiction|Action|Mystery,medium
CUST_000278,sarah60@example.com,SC,48,2026-02-26,standard,15.49,False,,organic,smart_tv,History|Talk|Horror|Documentary,low
CUST_000279,paulmiller@example.org,AT,58,2025-01-25,premium,22.99,True,2025-11-07,referral,desktop,Family|Romance|Animation,medium
CUST_000280,combsdebra@example.org,CU,23,2024-12-13,premium,22.99,False,,tv_ad,mobile,Horror|Action|Drama|Sci-Fi & Fantasy,low
CUST_000281,samantha72@example.net,PW,61,2024-05-09,basic,9.99,False,,organic,tablet,Thriller|Science Fiction|Fantasy,high
CUST_000282,bullockandrew@example.org,CZ,45,2025-03-24,premium,22.99,False,,organic,desktop,Romance|Adventure,low
CUST_000283,srodriguez@example.org,KI,63,2025-06-10,premium,22.99,False,,paid_search,smart_tv,Documentary|News|Action & Adventure,low
CUST_000284,allendanielle@example.net,PK,26,2024-07-13,basic,9.99,False,,social,smart_tv,Reality|News|Sci-Fi & Fantasy,low
CUST_000285,copelandvincent@example.net,AM,54,2024-05-28,basic,9.99,False,,organic,desktop,Sci-Fi & Fantasy|Reality|Mystery,medium
CUST_000286,jennifercarter@example.org,VE,28,2025-08-13,standard,15.49,False,,social,smart_tv,Kids|Thriller,low
CUST_000287,ashleylopez@example.net,BS,20,2025-01-09,premium,22.99,False,,organic,mobile,Adventure|News,medium
CUST_000288,carlos88@example.net,SD,63,2025-05-21,basic,9.99,False,,referral,mobile,Drama|Action & Adventure|Romance,medium
CUST_000289,myerstheodore@example.net,MW,50,2025-06-14,standard,15.49,False,,organic,mobile,Western|Sci-Fi & Fantasy|Mystery|Thriller,medium
CUST_000290,julie51@example.com,GY,36,2025-01-24,basic,9.99,False,,social,tablet,Animation|Mystery,high
CUST_000291,ingramjill@example.com,CR,68,2025-10-31,basic,9.99,False,,social,gaming_console,Talk|Family,medium
CUST_000292,amy27@example.net,QA,66,2024-05-14,basic,9.99,False,,paid_search,mobile,Kids|Fantasy|Family|News,high
CUST_000293,lisabrown@example.com,AZ,62,2025-08-13,basic,9.99,False,,organic,tablet,Adventure|Horror,medium
CUST_000294,bradleygonzalez@example.org,KW,33,2024-11-23,basic,9.99,False,,referral,desktop,News|Comedy|Soap,medium
CUST_000295,zachary87@example.com,AZ,32,2026-04-04,basic,9.99,False,,tv_ad,desktop,Music|Sci-Fi & Fantasy,low
CUST_000296,justinatkins@example.org,TD,26,2025-11-16,premium,22.99,False,,referral,smart_tv,News|Mystery|Thriller,low
CUST_000297,david56@example.com,CH,38,2024-12-23,premium,22.99,False,,referral,tablet,Documentary|Drama|Adventure,medium
CUST_000298,lmorgan@example.com,MD,67,2025-03-17,standard,15.49,False,,tv_ad,smart_tv,Mystery|Family,low
CUST_000299,sandra84@example.org,ZA,40,2025-05-01,basic,9.99,True,2025-09-14,referral,tablet,Crime|Western|History,low
CUST_000300,jordanwanda@example.org,ST,37,2025-03-05,standard,15.49,False,,tv_ad,smart_tv,Mystery|Action & Adventure,high
CUST_000301,curtis54@example.com,PE,40,2024-11-24,basic,9.99,False,,referral,gaming_console,Drama|Mystery|Music,medium
CUST_000302,cjackson@example.com,PE,53,2025-07-22,basic,9.99,False,,tv_ad,mobile,Action & Adventure|War|Animation,high
CUST_000303,christina64@example.net,BG,67,2024-05-12,basic,9.99,False,,paid_search,mobile,Soap|War,low
CUST_000304,zcox@example.net,GD,34,2024-06-07,basic,9.99,False,,organic,smart_tv,Documentary|Science Fiction|Mystery,medium
CUST_000305,thomascathy@example.com,AU,47,2024-08-12,basic,9.99,False,,organic,mobile,Crime|Drama|Mystery|Western,low
CUST_000306,youngdeanna@example.com,MV,40,2024-07-17,premium,22.99,False,,paid_search,mobile,Animation|Kids|War|Documentary,medium
CUST_000307,jacobserika@example.com,MR,33,2025-06-24,standard,15.49,False,,social,desktop,Romance|Action,high
CUST_000308,berryalyssa@example.com,KW,44,2025-03-20,standard,15.49,False,,paid_search,gaming_console,Romance|Mystery|Sci-Fi & Fantasy,medium
CUST_000309,john10@example.net,ER,68,2025-08-27,basic,9.99,False,,referral,tablet,War|Animation|Music|Talk,medium
CUST_000310,hmcintyre@example.com,IL,32,2025-05-02,premium,22.99,False,,organic,tablet,Sci-Fi & Fantasy|Action & Adventure|War,medium
CUST_000311,nlewis@example.com,MD,32,2025-10-08,basic,9.99,False,,paid_search,smart_tv,Reality|Talk|Fantasy,medium
CUST_000312,igonzalez@example.org,PG,32,2026-03-22,basic,9.99,False,,tv_ad,desktop,Horror|News|Romance,high
CUST_000313,zosborn@example.net,LB,69,2024-08-22,standard,15.49,False,,social,gaming_console,Action & Adventure|Adventure,medium
CUST_000314,jenna88@example.com,KG,69,2025-09-10,basic,9.99,False,,referral,gaming_console,Thriller|Drama|Family,high
CUST_000315,jenniferho@example.net,EC,32,2026-01-31,standard,15.49,False,,organic,gaming_console,Mystery|Romance,medium
CUST_000316,william13@example.org,GW,69,2025-12-17,standard,15.49,True,2026-06-30,organic,smart_tv,Family|Drama|Western|Music,low
CUST_000317,jjohnson@example.net,MN,41,2025-12-14,basic,9.99,False,,organic,tablet,Fantasy|Soap,high
CUST_000318,cherylmiller@example.com,MY,26,2025-04-08,premium,22.99,False,,paid_search,desktop,Thriller|Soap|Western,medium
CUST_000319,xfox@example.com,TR,57,2025-10-18,premium,22.99,False,,social,mobile,Western|Action & Adventure|Music|Horror,high
CUST_000320,teresaday@example.com,PT,36,2024-06-06,premium,22.99,False,,paid_search,mobile,Animation|Comedy,high
CUST_000321,david89@example.org,CO,38,2025-09-20,premium,22.99,True,2026-08-29,paid_search,gaming_console,Thriller|Animation|Fantasy|Romance,low
CUST_000322,guerraapril@example.com,DM,40,2025-03-12,basic,9.99,False,,social,mobile,Western|News,low
CUST_000323,sarah35@example.net,JM,39,2024-08-13,premium,22.99,False,,referral,smart_tv,Music|Documentary,high
CUST_000324,kingcynthia@example.net,IS,21,2026-01-27,standard,15.49,False,,referral,desktop,Mystery|Talk|Sci-Fi & Fantasy|Soap,high
CUST_000325,christina18@example.net,DO,40,2024-07-16,premium,22.99,False,,tv_ad,desktop,History|Kids,high
CUST_000326,georgeweber@example.net,LU,22,2025-07-13,basic,9.99,False,,organic,tablet,Science Fiction|Fantasy|Documentary|Adventure,low
CUST_000327,bryananthony@example.org,BA,42,2026-01-24,basic,9.99,False,,paid_search,smart_tv,Mystery|Western,low
CUST_000328,debra96@example.net,DZ,48,2025-11-29,premium,22.99,False,,organic,desktop,Western|Action,high
CUST_000329,ismall@example.com,BA,30,2024-05-03,premium,22.99,False,,referral,gaming_console,Action & Adventure|Romance|Soap,medium
CUST_000330,zsanchez@example.net,NA,43,2024-11-30,premium,22.99,False,,tv_ad,gaming_console,Sci-Fi & Fantasy|Documentary|Comedy|Adventure,low
CUST_000331,djones@example.org,OM,60,2024-11-27,standard,15.49,False,,tv_ad,desktop,War|History|Mystery,medium
CUST_000332,vmarshall@example.net,CV,23,2025-02-26,basic,9.99,True,2025-11-25,organic,tablet,Action & Adventure|Science Fiction,low
CUST_000333,jessica56@example.org,PS,41,2024-12-08,standard,15.49,False,,referral,tablet,Sci-Fi & Fantasy|Mystery|Science Fiction|Horror,medium
CUST_000334,floressteven@example.com,PG,54,2025-01-22,basic,9.99,False,,organic,mobile,Crime|Sci-Fi & Fantasy|Adventure,high
CUST_000335,colinroberts@example.com,VE,44,2024-10-19,premium,22.99,False,,tv_ad,mobile,Documentary|Talk,high
CUST_000336,sydneybarrera@example.com,TR,48,2025-02-28,premium,22.99,True,2026-01-17,paid_search,desktop,Reality|History|Horror,medium
CUST_000337,james27@example.net,PT,27,2025-10-22,standard,15.49,True,2026-01-21,referral,mobile,Romance|Reality|Thriller|Documentary,high
CUST_000338,tyler16@example.net,PK,61,2025-05-02,basic,9.99,False,,referral,mobile,Drama|Romance,medium
CUST_000339,brandywilliams@example.com,SA,53,2024-10-13,premium,22.99,True,2025-06-03,tv_ad,tablet,Sci-Fi & Fantasy|Western|News|Mystery,low
CUST_000340,amitchell@example.org,NR,68,2025-07-18,standard,15.49,False,,referral,smart_tv,Music|Action,medium
CUST_000341,jessica65@example.org,MZ,40,2024-07-23,standard,15.49,True,2025-03-20,social,desktop,Thriller|Fantasy|Soap|Comedy,high
CUST_000342,michaelroberts@example.com,SD,57,2024-05-19,premium,22.99,False,,tv_ad,desktop,Kids|Romance|Action & Adventure|Sci-Fi & Fantasy,medium
CUST_000343,marcia99@example.org,CN,35,2025-03-25,basic,9.99,False,,social,smart_tv,Music|Adventure|Romance,high
CUST_000344,vbrooks@example.net,MM,61,2024-06-24,standard,15.49,False,,organic,mobile,Comedy|Sci-Fi & Fantasy|Kids,high
CUST_000345,jameshicks@example.net,BB,56,2025-11-17,basic,9.99,False,,organic,mobile,Crime|Fantasy|Western|Sci-Fi & Fantasy,high
CUST_000346,taylormason@example.com,SI,41,2024-05-15,standard,15.49,False,,organic,gaming_console,News|Kids|Fantasy,medium
CUST_000347,catherinerobertson@example.com,VA,54,2025-03-30,basic,9.99,True,2025-05-13,paid_search,mobile,Reality|Animation|Drama|Fantasy,high
CUST_000348,phillipjensen@example.com,UA,41,2024-12-13,basic,9.99,False,,paid_search,tablet,Romance|Crime,low
CUST_000349,terickson@example.com,AM,41,2024-12-27,standard,15.49,False,,referral,gaming_console,Animation|Science Fiction|Soap|Documentary,low
CUST_000350,emily69@example.com,RS,34,2025-01-21,standard,15.49,False,,organic,tablet,Thriller|Horror|Talk,medium
CUST_000351,carlsonjoseph@example.net,TT,32,2026-02-16,basic,9.99,False,,paid_search,mobile,Thriller|Fantasy,high
CUST_000352,jennifersilva@example.org,SL,59,2025-07-02,standard,15.49,False,,paid_search,gaming_console,War|Fantasy|Documentary|Kids,high
CUST_000353,rhernandez@example.org,AU,42,2025-08-11,basic,9.99,False,,social,desktop,Comedy|Music|Science Fiction|Sci-Fi & Fantasy,medium
CUST_000354,leescott@example.com,CZ,24,2025-06-28,standard,15.49,False,,organic,gaming_console,Documentary|Reality|Action,medium
CUST_000355,roberthampton@example.com,LK,37,2025-02-24,premium,22.99,False,,organic,desktop,Horror|Science Fiction|Action,high
CUST_000356,thorntonapril@example.net,LR,63,2025-10-26,basic,9.99,False,,social,mobile,Science Fiction|Western|Sci-Fi & Fantasy,medium
CUST_000357,ufox@example.org,PK,38,2025-09-06,basic,9.99,False,,paid_search,smart_tv,Romance|Action,medium
CUST_000358,amy49@example.com,FI,20,2026-03-19,premium,22.99,False,,tv_ad,gaming_console,Sci-Fi & Fantasy|History|Animation,medium
CUST_000359,angela34@example.com,MA,60,2024-10-18,basic,9.99,False,,social,gaming_console,Adventure|Documentary|Horror|Science Fiction,high
CUST_000360,wstewart@example.net,WS,65,2024-09-17,standard,15.49,False,,social,gaming_console,Horror|Action & Adventure|Comedy|Soap,medium
CUST_000361,david86@example.com,LY,65,2024-11-08,basic,9.99,False,,social,desktop,Science Fiction|Mystery|Adventure,medium
CUST_000362,kellyroberts@example.net,BR,58,2025-12-01,standard,15.49,False,,tv_ad,gaming_console,Comedy|Crime|Soap|Kids,low
CUST_000363,vdouglas@example.com,GH,42,2025-01-04,premium,22.99,True,2025-11-01,social,desktop,Reality|Soap,high
CUST_000364,sarah42@example.org,VE,54,2024-09-13,basic,9.99,False,,referral,mobile,Drama|Family,medium
CUST_000365,johnsantiago@example.net,GR,58,2025-11-06,standard,15.49,False,,paid_search,tablet,Fantasy|Mystery,medium
CUST_000366,briangutierrez@example.net,PW,54,2025-08-18,premium,22.99,True,2025-12-07,referral,smart_tv,Sci-Fi & Fantasy|Family|Fantasy,medium
CUST_000367,adampierce@example.org,NE,30,2024-06-27,basic,9.99,False,,social,smart_tv,History|Animation|Kids|War,low
CUST_000368,mwoods@example.com,LI,32,2025-08-30,standard,15.49,False,,social,tablet,Family|War|Documentary|Science Fiction,high
CUST_000369,velezchristopher@example.net,HT,37,2024-11-17,basic,9.99,True,2025-05-14,referral,gaming_console,Thriller|Comedy|Action & Adventure|Mystery,medium
CUST_000370,gentrygregory@example.org,AZ,49,2025-05-30,premium,22.99,False,,social,mobile,Documentary|Drama|Western,high
CUST_000371,lfrench@example.net,JP,31,2026-01-19,basic,9.99,False,,organic,gaming_console,War|Adventure|News,high
CUST_000372,smithashley@example.org,LT,58,2026-02-19,premium,22.99,False,,social,gaming_console,Music|Science Fiction|Romance,medium
CUST_000373,ihays@example.net,SA,19,2024-11-17,premium,22.99,True,2025-01-10,organic,desktop,Documentary|Soap,medium
CUST_000374,melissamcdonald@example.org,CG,61,2026-03-01,standard,15.49,False,,organic,tablet,Sci-Fi & Fantasy|Kids|Music|Drama,medium
CUST_000375,jessicawong@example.net,ER,24,2024-12-22,standard,15.49,False,,tv_ad,gaming_console,Reality|Sci-Fi & Fantasy|Action|Music,low
CUST_000376,krystal93@example.org,VA,67,2024-04-20,basic,9.99,False,,social,gaming_console,Kids|Family,high
CUST_000377,gwilcox@example.com,BT,31,2026-02-03,basic,9.99,False,,referral,tablet,Comedy|Action & Adventure|Romance,medium
CUST_000378,lopezdonald@example.com,HU,23,2025-02-15,basic,9.99,True,2025-12-03,organic,smart_tv,Mystery|Soap|Thriller|Documentary,low
CUST_000379,patrick74@example.com,KI,70,2024-04-15,standard,15.49,False,,paid_search,smart_tv,Comedy|Sci-Fi & Fantasy|Crime,low
CUST_000380,greenmichael@example.org,BH,66,2025-07-06,standard,15.49,False,,organic,smart_tv,Western|History|News|Soap,low
CUST_000381,marshallerik@example.net,SC,57,2025-09-10,basic,9.99,False,,social,smart_tv,Western|Talk,high
CUST_000382,hannah45@example.net,GN,47,2026-03-27,standard,15.49,False,,social,desktop,Soap|Animation,medium
CUST_000383,timothygibson@example.net,MR,64,2024-09-27,premium,22.99,False,,organic,mobile,Science Fiction|Action & Adventure|Soap,low
CUST_000384,ztodd@example.net,GM,42,2025-02-26,basic,9.99,False,,social,gaming_console,Kids|Thriller|Documentary|Crime,low
CUST_000385,erinlarson@example.org,SL,22,2025-11-22,basic,9.99,False,,social,tablet,Drama|Kids|Soap|History,medium
CUST_000386,christian91@example.org,SY,32,2025-03-22,basic,9.99,False,,social,gaming_console,Reality|Fantasy|News|Thriller,high
CUST_000387,ashleyhernandez@example.com,SK,40,2026-03-12,premium,22.99,False,,referral,mobile,Soap|History|Documentary|News,medium
CUST_000388,frazierjennifer@example.com,BW,48,2025-03-19,premium,22.99,False,,referral,mobile,Romance|War|Science Fiction|Action & Adventure,medium
CUST_000389,dstokes@example.org,SG,32,2026-03-09,basic,9.99,False,,tv_ad,desktop,Adventure|Western|Sci-Fi & Fantasy,low
CUST_000390,jelliott@example.com,GQ,49,2025-02-26,standard,15.49,False,,referral,tablet,Crime|Thriller,medium
CUST_000391,jennifer64@example.org,CH,53,2025-12-27,basic,9.99,False,,tv_ad,smart_tv,Science Fiction|War|Soap|Animation,medium
CUST_000392,williamsmelvin@example.org,SR,60,2024-09-26,basic,9.99,False,,referral,tablet,Science Fiction|Comedy|Reality|Horror,medium
CUST_000393,andersenthomas@example.com,NE,57,2024-05-26,standard,15.49,False,,tv_ad,desktop,Crime|Western,medium
CUST_000394,katiegood@example.net,NL,39,2024-08-27,premium,22.99,False,,social,tablet,Crime|Soap|Fantasy|Documentary,medium
CUST_000395,ywest@example.com,BR,63,2025-01-25,premium,22.99,False,,referral,smart_tv,Soap|Romance|Action & Adventure|Kids,low
CUST_000396,desireebailey@example.org,SO,70,2025-09-22,standard,15.49,False,,paid_search,tablet,Soap|Animation,medium
CUST_000397,jessicawalker@example.org,TW,67,2025-02-09,basic,9.99,False,,referral,desktop,Science Fiction|Documentary,medium
CUST_000398,steven86@example.net,MU,53,2024-04-27,premium,22.99,False,,referral,gaming_console,Drama|Kids|War|Reality,high
CUST_000399,johnreed@example.com,ET,70,2026-01-09,standard,15.49,False,,paid_search,smart_tv,Music|Thriller,low
CUST_000400,johnsondonna@example.net,AM,62,2026-04-08,standard,15.49,False,,paid_search,tablet,Western|Reality|Animation|History,high
CUST_000401,carloswheeler@example.com,US,65,2024-10-13,standard,15.49,False,,tv_ad,tablet,Crime|Drama|History,high
CUST_000402,sanchezbradley@example.com,HT,30,2025-09-13,premium,22.99,False,,paid_search,gaming_console,Music|News|Horror,high
CUST_000403,karenparsons@example.org,SC,29,2025-06-03,premium,22.99,False,,tv_ad,gaming_console,Documentary|Drama|Music,high
CUST_000404,lisadennis@example.com,TR,54,2024-11-20,premium,22.99,False,,referral,gaming_console,Soap|Fantasy|Talk|Horror,medium
CUST_000405,joel28@example.org,NG,27,2025-07-18,standard,15.49,False,,organic,smart_tv,War|Reality|Soap,low
CUST_000406,bruce92@example.net,GD,21,2024-11-29,basic,9.99,False,,social,mobile,Comedy|Documentary,medium
CUST_000407,wwilliams@example.net,SV,32,2025-03-07,premium,22.99,True,2026-03-03,tv_ad,desktop,Soap|Action|Documentary,medium
CUST_000408,heather62@example.com,MT,42,2025-01-31,basic,9.99,False,,referral,tablet,Comedy|Music|Documentary|Romance,high
CUST_000409,oallen@example.com,KN,46,2024-08-30,premium,22.99,True,2025-01-22,social,gaming_console,Sci-Fi & Fantasy|Family|Action|Fantasy,high
CUST_000410,jmelendez@example.com,NI,36,2024-07-31,premium,22.99,False,,referral,mobile,Fantasy|News,high
CUST_000411,paulscott@example.com,KH,20,2025-06-16,premium,22.99,True,2026-02-20,social,gaming_console,News|Reality,low
CUST_000412,fboone@example.net,RS,27,2024-06-10,standard,15.49,True,2024-07-30,paid_search,tablet,Sci-Fi & Fantasy|War|Western|Crime,medium
CUST_000413,brettbennett@example.net,UY,53,2026-01-14,premium,22.99,True,2026-08-15,organic,tablet,Action|Documentary|Comedy|Kids,medium
CUST_000414,lopezkathleen@example.net,SV,28,2024-05-10,premium,22.99,False,,referral,gaming_console,Reality|Mystery,high
CUST_000415,timothybooth@example.com,KI,41,2025-06-18,premium,22.99,False,,social,mobile,Adventure|Family|Documentary,medium
CUST_000416,lewisjames@example.net,CL,46,2026-03-17,premium,22.99,False,,paid_search,gaming_console,Fantasy|Science Fiction|War|Soap,high
CUST_000417,srocha@example.net,MA,68,2025-11-11,premium,22.99,False,,organic,desktop,Documentary|Western,medium
CUST_000418,jherman@example.com,JM,69,2024-09-15,standard,15.49,False,,tv_ad,desktop,War|Reality|Fantasy,medium
CUST_000419,wferguson@example.com,IL,28,2025-01-30,standard,15.49,True,2025-12-01,tv_ad,smart_tv,Family|Western|Reality|Mystery,high
CUST_000420,zowens@example.net,PW,24,2025-01-14,premium,22.99,True,2025-05-29,tv_ad,desktop,Science Fiction|Fantasy|Family|Documentary,low
CUST_000421,robin55@example.com,BD,47,2025-11-22,premium,22.99,False,,social,smart_tv,News|Documentary,low
CUST_000422,joycesmith@example.net,TV,70,2025-06-20,basic,9.99,True,2025-11-13,social,desktop,Sci-Fi & Fantasy|Horror,low
CUST_000423,mphillips@example.com,GT,25,2025-07-03,standard,15.49,False,,tv_ad,smart_tv,History|Western|War,medium
CUST_000424,victorpena@example.net,LU,62,2025-01-30,premium,22.99,False,,organic,tablet,Fantasy|News,medium
CUST_000425,plevy@example.net,RW,42,2024-10-26,premium,22.99,True,2025-06-15,organic,desktop,Comedy|Action|Mystery|Fantasy,high
